dis(mm)	load (KN)	stress (MPa)	Xc		2theta	Lattice strain		Width				Height
--		0.058	14.9372891395606	390.05912	0.47335	47.6321116688	-0.0329958527294584	48.2285909703718	36.4721	0.99893	836.25733	21.76222	18.294
0.3221	1.611	414.896082824693	405.27458	0.38113	47.5064319692	2492.32655873324	38.8324978906471	31.88909	0.79746	768.14345	18.01407	19.219
0.5936	2.398	617.579644080455	413.5385	0.51145	47.43817199	3852.21495040127	52.1105162180135	36.66477	1.07644	800.90356	22.25108	17.429
0.7936	2.529	651.317314378429	421.45496	0.57229	47.3727820304	5159.05480497824	58.309370078027	42.85532	1.23582	791.56452	22.40408	14.737
1.0936	2.717	699.734734348039	426.5818	0.80148	47.330434332	6007.55037584357	81.6610353669243	46.0437	1.73151	751.7354	27.76289	13.027
1.8436	2.827	728.064075819619	429.15295	0.7908	47.309196633	6433.71930574428	80.5728736439633	60.41152	2.48412	703.80927	29.60479	9.2956
3.0936	2.993	770.815627494914	435.13795	2.06314	47.259760533	7427.39925992164	210.208799354839	70.84877	4.93602	512.89889	39.17474	5.7762
4.5936	3.213	827.474310438075	444.40395	2.27667	47.183223373	8970.42472340106	231.964901667934	74.02216	10.01429	303.21313	52.05588	3.2683
--		0.047	12.1043549924026	406.26137	2.86749	47.4982810838	2654.47918407233	292.162252712859	70.74115	11.60586	255.57425	54.59509	2.8826
