	2theta	BCC_112	2theta	BCC_200	2theta	BCC_220	2theta	BCC_110/FCC_111	2theta	FCC_200	2theta	FCC_222	2theta	FCC_311
180.00000	78.76720	01.00000	62.56720	00.00000	93.56720	00.00000	43.16720	00.00000	49.36720	00.00000	90.56720	01.00000	86.16720	01.00000
181.00000	78.75894	00.00000	62.55894	00.00000	93.55894	00.00000	43.15894	01.00000	49.35894	01.00000	90.55894	01.00000	86.15894	03.00000
182.00000	78.75068	00.00000	62.55068	00.00000	93.55068	01.00000	43.15068	01.00000	49.35068	02.00000	90.55068	02.00000	86.15068	02.00000
183.00000	78.74242	00.00000	62.54242	01.00000	93.54242	00.00000	43.14242	01.00000	49.34242	00.00000	90.54242	03.00000	86.14242	01.00000
184.00000	78.73416	00.00000	62.53416	01.00000	93.53416	00.00000	43.13416	00.00000	49.33416	00.00000	90.53416	01.00000	86.13416	02.00000
185.00000	78.72590	00.00000	62.52590	01.00000	93.52590	01.00000	43.12590	00.00000	49.32590	00.00000	90.52590	00.00000	86.12590	01.00000
186.00000	78.71764	01.00000	62.51764	01.00000	93.51764	00.00000	43.11764	03.00000	49.31764	02.00000	90.51764	03.00000	86.11764	01.00000
187.00000	78.70938	00.00000	62.50938	00.00000	93.50938	00.00000	43.10938	01.00000	49.30938	01.00000	90.50938	04.00000	86.10938	01.00000
188.00000	78.70112	00.00000	62.50112	01.00000	93.50112	02.00000	43.10112	01.00000	49.30112	01.00000	90.50112	06.00000	86.10112	01.00000
189.00000	78.69286	01.00000	62.49286	04.00000	93.49286	00.00000	43.09286	02.00000	49.29286	00.00000	90.49286	03.00000	86.09286	01.00000
190.00000	78.68460	00.00000	62.48460	00.00000	93.48460	00.00000	43.08460	01.00000	49.28460	01.00000	90.48460	03.00000	86.08460	02.00000
191.00000	78.67634	00.00000	62.47634	02.00000	93.47634	01.00000	43.07634	04.00000	49.27634	00.00000	90.47634	03.00000	86.07634	04.00000
192.00000	78.66808	00.00000	62.46808	03.00000	93.46808	00.00000	43.06808	01.00000	49.26808	01.00000	90.46808	04.00000	86.06808	03.00000
193.00000	78.65982	00.00000	62.45982	02.00000	93.45982	01.00000	43.05982	01.00000	49.25982	00.00000	90.45982	03.00000	86.05982	03.00000
194.00000	78.65156	01.00000	62.45156	02.00000	93.45156	01.00000	43.05156	03.00000	49.25156	01.00000	90.45156	04.00000	86.05156	01.00000
195.00000	78.64330	00.00000	62.44330	02.00000	93.44330	01.00000	43.04330	00.00000	49.24330	02.00000	90.44330	05.00000	86.04330	00.00000
196.00000	78.63504	00.00000	62.43504	00.00000	93.43504	00.00000	43.03504	02.00000	49.23504	00.00000	90.43504	02.00000	86.03504	00.00000
197.00000	78.62678	03.00000	62.42678	00.00000	93.42678	00.00000	43.02678	02.00000	49.22678	00.00000	90.42678	02.00000	86.02678	03.00000
198.00000	78.61852	01.00000	62.41852	01.00000	93.41852	02.00000	43.01852	00.00000	49.21852	00.00000	90.41852	04.00000	86.01852	05.00000
199.00000	78.61026	00.00000	62.41026	00.00000	93.41026	02.00000	43.01026	03.00000	49.21026	01.00000	90.41026	03.00000	86.01026	01.00000
200.00000	78.60200	00.00000	62.40200	01.00000	93.40200	01.00000	43.00200	04.00000	49.20200	01.00000	90.40200	03.00000	86.00200	05.00000
201.00000	78.59374	00.00000	62.39374	00.00000	93.39374	01.00000	42.99374	03.00000	49.19374	03.00000	90.39374	01.00000	85.99374	03.00000
202.00000	78.58548	01.00000	62.38548	05.00000	93.38548	01.00000	42.98548	00.00000	49.18548	00.00000	90.38548	03.00000	85.98548	01.00000
203.00000	78.57722	00.00000	62.37722	00.00000	93.37722	01.00000	42.97722	03.00000	49.17722	03.00000	90.37722	02.00000	85.97722	02.00000
204.00000	78.56896	01.00000	62.36896	00.00000	93.36896	00.00000	42.96896	02.00000	49.16896	04.00000	90.36896	02.00000	85.96896	03.00000
205.00000	78.56070	01.00000	62.36070	00.00000	93.36070	02.00000	42.96070	05.00000	49.16070	00.00000	90.36070	04.00000	85.96070	05.00000
206.00000	78.55244	00.00000	62.35244	01.00000	93.35244	00.00000	42.95244	03.00000	49.15244	02.00000	90.35244	04.00000	85.95244	02.00000
207.00000	78.54418	01.00000	62.34418	01.00000	93.34418	00.00000	42.94418	00.00000	49.14418	00.00000	90.34418	04.00000	85.94418	01.00000
208.00000	78.53592	01.00000	62.33592	02.00000	93.33592	00.00000	42.93592	04.00000	49.13592	00.00000	90.33592	03.00000	85.93592	01.00000
209.00000	78.52766	00.00000	62.32766	01.00000	93.32766	02.00000	42.92766	03.00000	49.12766	00.00000	90.32766	08.00000	85.92766	01.00000
210.00000	78.51940	02.00000	62.31940	02.00000	93.31940	02.00000	42.91940	00.00000	49.11940	02.00000	90.31940	05.00000	85.91940	00.00000
211.00000	78.51114	00.00000	62.31114	00.00000	93.31114	00.00000	42.91114	02.00000	49.11114	01.00000	90.31114	01.00000	85.91114	02.00000
212.00000	78.50288	01.00000	62.30288	00.00000	93.30288	00.00000	42.90288	01.00000	49.10288	01.00000	90.30288	07.00000	85.90288	00.00000
213.00000	78.49462	01.00000	62.29462	01.00000	93.29462	00.00000	42.89462	05.00000	49.09462	04.00000	90.29462	03.00000	85.89462	01.00000
214.00000	78.48636	00.00000	62.28636	00.00000	93.28636	02.00000	42.88636	02.00000	49.08636	01.00000	90.28636	07.00000	85.88636	01.00000
215.00000	78.47810	00.00000	62.27810	00.00000	93.27810	01.00000	42.87810	01.00000	49.07810	00.00000	90.27810	04.00000	85.87810	01.00000
216.00000	78.46984	00.00000	62.26984	01.00000	93.26984	00.00000	42.86984	04.00000	49.06984	01.00000	90.26984	01.00000	85.86984	03.00000
217.00000	78.46158	01.00000	62.26158	00.00000	93.26158	00.00000	42.86158	04.00000	49.06158	03.00000	90.26158	02.00000	85.86158	02.00000
218.00000	78.45332	01.00000	62.25332	01.00000	93.25332	00.00000	42.85332	03.00000	49.05332	02.00000	90.25332	03.00000	85.85332	03.00000
219.00000	78.44506	01.00000	62.24506	02.00000	93.24506	00.00000	42.84506	05.00000	49.04506	00.00000	90.24506	01.00000	85.84506	04.00000
220.00000	78.43680	00.00000	62.23680	00.00000	93.23680	00.00000	42.83680	03.00000	49.03680	02.00000	90.23680	03.00000	85.83680	02.00000
221.00000	78.42854	00.00000	62.22854	01.00000	93.22854	02.00000	42.82854	00.00000	49.02854	02.00000	90.22854	01.00000	85.82854	06.00000
222.00000	78.42028	00.00000	62.22028	02.00000	93.22028	01.00000	42.82028	05.00000	49.02028	01.00000	90.22028	02.00000	85.82028	08.00000
223.00000	78.41202	00.00000	62.21202	01.00000	93.21202	03.00000	42.81202	03.00000	49.01202	02.00000	90.21202	03.00000	85.81202	03.00000
224.00000	78.40376	01.00000	62.20376	02.00000	93.20376	01.00000	42.80376	03.00000	49.00376	01.00000	90.20376	06.00000	85.80376	03.00000
225.00000	78.39550	00.00000	62.19550	02.00000	93.19550	03.00000	42.79550	04.00000	48.99550	02.00000	90.19550	03.00000	85.79550	06.00000
226.00000	78.38724	02.00000	62.18724	01.00000	93.18724	00.00000	42.78724	04.00000	48.98724	02.00000	90.18724	03.00000	85.78724	01.00000
227.00000	78.37898	02.00000	62.17898	03.00000	93.17898	01.00000	42.77898	06.00000	48.97898	03.00000	90.17898	01.00000	85.77898	02.00000
228.00000	78.37072	00.00000	62.17072	01.00000	93.17072	00.00000	42.77072	04.00000	48.97072	01.00000	90.17072	05.00000	85.77072	03.00000
229.00000	78.36246	00.00000	62.16246	02.00000	93.16246	01.00000	42.76246	04.00000	48.96246	01.00000	90.16246	03.00000	85.76246	01.00000
230.00000	78.35420	00.00000	62.15420	03.00000	93.15420	01.00000	42.75420	06.00000	48.95420	03.00000	90.15420	04.00000	85.75420	00.00000
231.00000	78.34594	02.00000	62.14594	00.00000	93.14594	02.00000	42.74594	07.00000	48.94594	02.00000	90.14594	03.00000	85.74594	00.00000
232.00000	78.33768	01.00000	62.13768	01.00000	93.13768	00.00000	42.73768	04.00000	48.93768	01.00000	90.13768	04.00000	85.73768	00.00000
233.00000	78.32942	00.00000	62.12942	01.00000	93.12942	00.00000	42.72942	03.00000	48.92942	00.00000	90.12942	04.00000	85.72942	02.00000
234.00000	78.32116	01.00000	62.12116	02.00000	93.12116	00.00000	42.72116	04.00000	48.92116	02.00000	90.12116	02.00000	85.72116	03.00000
235.00000	78.31290	00.00000	62.11290	01.00000	93.11290	03.00000	42.71290	03.00000	48.91290	01.00000	90.11290	05.00000	85.71290	04.00000
236.00000	78.30464	00.00000	62.10464	00.00000	93.10464	03.00000	42.70464	04.00000	48.90464	00.00000	90.10464	07.00000	85.70464	02.00000
237.00000	78.29638	04.00000	62.09638	00.00000	93.09638	00.00000	42.69638	06.00000	48.89638	02.00000	90.09638	08.00000	85.69638	03.00000
238.00000	78.28812	01.00000	62.08812	01.00000	93.08812	03.00000	42.68812	01.00000	48.88812	00.00000	90.08812	03.00000	85.68812	02.00000
239.00000	78.27986	00.00000	62.07986	02.00000	93.07986	01.00000	42.67986	02.00000	48.87986	02.00000	90.07986	05.00000	85.67986	06.00000
240.00000	78.27160	00.00000	62.07160	03.00000	93.07160	01.00000	42.67160	04.00000	48.87160	03.00000	90.07160	01.00000	85.67160	05.00000
241.00000	78.26334	00.00000	62.06334	00.00000	93.06334	01.00000	42.66334	04.00000	48.86334	02.00000	90.06334	05.00000	85.66334	01.00000
242.00000	78.25508	00.00000	62.05508	02.00000	93.05508	00.00000	42.65508	03.00000	48.85508	00.00000	90.05508	05.00000	85.65508	02.00000
243.00000	78.24682	00.00000	62.04682	02.00000	93.04682	00.00000	42.64682	06.00000	48.84682	00.00000	90.04682	02.00000	85.64682	05.00000
244.00000	78.23856	00.00000	62.03856	00.00000	93.03856	01.00000	42.63856	03.00000	48.83856	01.00000	90.03856	03.00000	85.63856	03.00000
245.00000	78.23030	03.00000	62.03030	01.00000	93.03030	01.00000	42.63030	05.00000	48.83030	01.00000	90.03030	02.00000	85.63030	00.00000
246.00000	78.22204	00.00000	62.02204	02.00000	93.02204	00.00000	42.62204	05.00000	48.82204	01.00000	90.02204	00.00000	85.62204	06.00000
247.00000	78.21378	01.00000	62.01378	02.00000	93.01378	01.00000	42.61378	03.00000	48.81378	03.00000	90.01378	04.00000	85.61378	00.00000
248.00000	78.20552	02.00000	62.00552	00.00000	93.00552	01.00000	42.60552	06.00000	48.80552	00.00000	90.00552	02.00000	85.60552	03.00000
249.00000	78.19726	01.00000	61.99726	01.00000	92.99726	00.00000	42.59726	09.00000	48.79726	00.00000	89.99726	06.00000	85.59726	03.00000
250.00000	78.18900	00.00000	61.98900	00.00000	92.98900	01.00000	42.58900	03.00000	48.78900	00.00000	89.98900	06.00000	85.58900	01.00000
251.00000	78.18074	02.00000	61.98074	01.00000	92.98074	01.00000	42.58074	06.00000	48.78074	01.00000	89.98074	06.00000	85.58074	02.00000
252.00000	78.17248	00.00000	61.97248	04.00000	92.97248	00.00000	42.57248	07.00000	48.77248	04.00000	89.97248	03.00000	85.57248	02.00000
253.00000	78.16422	02.00000	61.96422	01.00000	92.96422	02.00000	42.56422	02.00000	48.76422	00.00000	89.96422	05.00000	85.56422	04.00000
254.00000	78.15596	01.00000	61.95596	01.00000	92.95596	01.00000	42.55596	03.00000	48.75596	00.00000	89.95596	02.00000	85.55596	03.00000
255.00000	78.14770	00.00000	61.94770	03.00000	92.94770	02.00000	42.54770	05.00000	48.74770	01.00000	89.94770	08.00000	85.54770	03.00000
256.00000	78.13944	00.00000	61.93944	00.00000	92.93944	01.00000	42.53944	06.00000	48.73944	01.00000	89.93944	02.00000	85.53944	04.00000
257.00000	78.13118	01.00000	61.93118	01.00000	92.93118	02.00000	42.53118	06.00000	48.73118	00.00000	89.93118	01.00000	85.53118	02.00000
258.00000	78.12292	01.00000	61.92292	03.00000	92.92292	00.00000	42.52292	04.00000	48.72292	00.00000	89.92292	06.00000	85.52292	05.00000
259.00000	78.11466	00.00000	61.91466	00.00000	92.91466	02.00000	42.51466	05.00000	48.71466	02.00000	89.91466	08.00000	85.51466	06.00000
260.00000	78.10640	00.00000	61.90640	01.00000	92.90640	01.00000	42.50640	04.00000	48.70640	03.00000	89.90640	04.00000	85.50640	04.00000
261.00000	78.09814	00.00000	61.89814	02.00000	92.89814	02.00000	42.49814	06.00000	48.69814	00.00000	89.89814	02.00000	85.49814	04.00000
262.00000	78.08988	02.00000	61.88988	01.00000	92.88988	00.00000	42.48988	12.00000	48.68988	01.00000	89.88988	05.00000	85.48988	04.00000
263.00000	78.08162	00.00000	61.88162	01.00000	92.88162	02.00000	42.48162	04.00000	48.68162	02.00000	89.88162	02.00000	85.48162	02.00000
264.00000	78.07336	03.00000	61.87336	00.00000	92.87336	02.00000	42.47336	09.00000	48.67336	00.00000	89.87336	01.00000	85.47336	07.00000
265.00000	78.06510	00.00000	61.86510	00.00000	92.86510	02.00000	42.46510	05.00000	48.66510	04.00000	89.86510	07.00000	85.46510	07.00000
266.00000	78.05684	00.00000	61.85684	01.00000	92.85684	01.00000	42.45684	06.00000	48.65684	01.00000	89.85684	06.00000	85.45684	02.00000
267.00000	78.04858	01.00000	61.84858	02.00000	92.84858	01.00000	42.44858	09.00000	48.64858	00.00000	89.84858	02.00000	85.44858	01.00000
268.00000	78.04032	00.00000	61.84032	01.00000	92.84032	02.00000	42.44032	08.00000	48.64032	02.00000	89.84032	05.00000	85.44032	05.00000
269.00000	78.03206	01.00000	61.83206	02.00000	92.83206	02.00000	42.43206	07.00000	48.63206	00.00000	89.83206	03.00000	85.43206	02.00000
270.00000	78.02380	02.00000	61.82380	01.00000	92.82380	03.00000	42.42380	05.00000	48.62380	00.00000	89.82380	01.00000	85.42380	04.00000
271.00000	78.01554	00.00000	61.81554	00.00000	92.81554	02.00000	42.41554	09.00000	48.61554	00.00000	89.81554	01.00000	85.41554	04.00000
272.00000	78.00728	00.00000	61.80728	02.00000	92.80728	01.00000	42.40728	07.00000	48.60728	03.00000	89.80728	03.00000	85.40728	03.00000
273.00000	77.99902	01.00000	61.79902	04.00000	92.79902	00.00000	42.39902	06.00000	48.59902	01.00000	89.79902	04.00000	85.39902	00.00000
274.00000	77.99076	01.00000	61.79076	04.00000	92.79076	00.00000	42.39076	10.00000	48.59076	00.00000	89.79076	04.00000	85.39076	02.00000
275.00000	77.98250	01.00000	61.78250	01.00000	92.78250	01.00000	42.38250	11.00000	48.58250	00.00000	89.78250	08.00000	85.38250	01.00000
276.00000	77.97424	00.00000	61.77424	00.00000	92.77424	00.00000	42.37424	07.00000	48.57424	03.00000	89.77424	03.00000	85.37424	02.00000
277.00000	77.96598	01.00000	61.76598	00.00000	92.76598	01.00000	42.36598	09.00000	48.56598	01.00000	89.76598	05.00000	85.36598	04.00000
278.00000	77.95772	00.00000	61.75772	02.00000	92.75772	01.00000	42.35772	09.00000	48.55772	02.00000	89.75772	06.00000	85.35772	04.00000
279.00000	77.94946	00.00000	61.74946	03.00000	92.74946	02.00000	42.34946	14.00000	48.54946	02.00000	89.74946	08.00000	85.34946	03.00000
280.00000	77.94120	00.00000	61.74120	01.00000	92.74120	01.00000	42.34120	10.00000	48.54120	03.00000	89.74120	06.00000	85.34120	07.00000
281.00000	77.93294	01.00000	61.73294	01.00000	92.73294	00.00000	42.33294	11.00000	48.53294	02.00000	89.73294	07.00000	85.33294	03.00000
282.00000	77.92468	00.00000	61.72468	02.00000	92.72468	02.00000	42.32468	10.00000	48.52468	02.00000	89.72468	07.00000	85.32468	01.00000
283.00000	77.91642	02.00000	61.71642	02.00000	92.71642	01.00000	42.31642	15.00000	48.51642	00.00000	89.71642	02.00000	85.31642	05.00000
284.00000	77.90816	01.00000	61.70816	01.00000	92.70816	01.00000	42.30816	20.00000	48.50816	01.00000	89.70816	02.00000	85.30816	02.00000
285.00000	77.89990	01.00000	61.69990	01.00000	92.69990	02.00000	42.29990	21.00000	48.49990	00.00000	89.69990	04.00000	85.29990	03.00000
286.00000	77.89164	00.00000	61.69164	01.00000	92.69164	01.00000	42.29164	20.00000	48.49164	04.00000	89.69164	03.00000	85.29164	03.00000
287.00000	77.88338	00.00000	61.68338	01.00000	92.68338	02.00000	42.28338	26.00000	48.48338	02.00000	89.68338	01.00000	85.28338	06.00000
288.00000	77.87512	00.00000	61.67512	01.00000	92.67512	04.00000	42.27512	33.00000	48.47512	00.00000	89.67512	05.00000	85.27512	03.00000
289.00000	77.86686	01.00000	61.66686	03.00000	92.66686	02.00000	42.26686	32.00000	48.46686	02.00000	89.66686	04.00000	85.26686	06.00000
290.00000	77.85860	00.00000	61.65860	01.00000	92.65860	02.00000	42.25860	48.00000	48.45860	00.00000	89.65860	06.00000	85.25860	05.00000
291.00000	77.85034	00.00000	61.65034	01.00000	92.65034	02.00000	42.25034	39.00000	48.45034	01.00000	89.65034	04.00000	85.25034	02.00000
292.00000	77.84208	02.00000	61.64208	01.00000	92.64208	03.00000	42.24208	41.00000	48.44208	02.00000	89.64208	04.00000	85.24208	04.00000
293.00000	77.83382	02.00000	61.63382	01.00000	92.63382	04.00000	42.23382	59.00000	48.43382	00.00000	89.63382	09.00000	85.23382	01.00000
294.00000	77.82556	00.00000	61.62556	01.00000	92.62556	01.00000	42.22556	83.00000	48.42556	01.00000	89.62556	02.00000	85.22556	01.00000
295.00000	77.81730	00.00000	61.61730	04.00000	92.61730	01.00000	42.21730	64.00000	48.41730	00.00000	89.61730	01.00000	85.21730	03.00000
296.00000	77.80904	02.00000	61.60904	03.00000	92.60904	02.00000	42.20904	78.00000	48.40904	02.00000	89.60904	06.00000	85.20904	02.00000
297.00000	77.80078	00.00000	61.60078	02.00000	92.60078	03.00000	42.20078	88.00000	48.40078	02.00000	89.60078	04.00000	85.20078	04.00000
298.00000	77.79252	02.00000	61.59252	03.00000	92.59252	01.00000	42.19252	92.00000	48.39252	00.00000	89.59252	05.00000	85.19252	05.00000
299.00000	77.78426	01.00000	61.58426	00.00000	92.58426	03.00000	42.18426	113.00000	48.38426	03.00000	89.58426	02.00000	85.18426	02.00000
300.00000	77.77600	03.00000	61.57600	00.00000	92.57600	01.00000	42.17600	123.00000	48.37600	00.00000	89.57600	04.00000	85.17600	01.00000
301.00000	77.76774	02.00000	61.56774	03.00000	92.56774	01.00000	42.16774	154.00000	48.36774	01.00000	89.56774	08.00000	85.16774	04.00000
302.00000	77.75948	02.00000	61.55948	01.00000	92.55948	02.00000	42.15948	163.00000	48.35948	03.00000	89.55948	02.00000	85.15948	03.00000
303.00000	77.75122	01.00000	61.55122	01.00000	92.55122	02.00000	42.15122	199.00000	48.35122	01.00000	89.55122	05.00000	85.15122	02.00000
304.00000	77.74296	01.00000	61.54296	01.00000	92.54296	03.00000	42.14296	215.00000	48.34296	00.00000	89.54296	03.00000	85.14296	03.00000
305.00000	77.73470	01.00000	61.53470	03.00000	92.53470	04.00000	42.13470	203.00000	48.33470	00.00000	89.53470	05.00000	85.13470	02.00000
306.00000	77.72644	01.00000	61.52644	02.00000	92.52644	04.00000	42.12644	232.00000	48.32644	02.00000	89.52644	08.00000	85.12644	01.00000
307.00000	77.71818	00.00000	61.51818	03.00000	92.51818	04.00000	42.11818	271.00000	48.31818	04.00000	89.51818	08.00000	85.11818	04.00000
308.00000	77.70992	01.00000	61.50992	03.00000	92.50992	02.00000	42.10992	325.00000	48.30992	02.00000	89.50992	05.00000	85.10992	07.00000
309.00000	77.70166	02.00000	61.50166	02.00000	92.50166	05.00000	42.10166	295.00000	48.30166	01.00000	89.50166	02.00000	85.10166	03.00000
310.00000	77.69340	03.00000	61.49340	00.00000	92.49340	05.00000	42.09340	342.00000	48.29340	03.00000	89.49340	12.00000	85.09340	03.00000
311.00000	77.68514	01.00000	61.48514	03.00000	92.48514	01.00000	42.08514	359.00000	48.28514	03.00000	89.48514	04.00000	85.08514	04.00000
312.00000	77.67688	01.00000	61.47688	03.00000	92.47688	01.00000	42.07688	371.00000	48.27688	01.00000	89.47688	03.00000	85.07688	02.00000
313.00000	77.66862	02.00000	61.46862	02.00000	92.46862	03.00000	42.06862	411.00000	48.26862	01.00000	89.46862	09.00000	85.06862	02.00000
314.00000	77.66036	00.00000	61.46036	02.00000	92.46036	02.00000	42.06036	438.00000	48.26036	01.00000	89.46036	08.00000	85.06036	04.00000
315.00000	77.65210	02.00000	61.45210	02.00000	92.45210	04.00000	42.05210	403.00000	48.25210	01.00000	89.45210	08.00000	85.05210	05.00000
316.00000	77.64384	00.00000	61.44384	02.00000	92.44384	04.00000	42.04384	421.00000	48.24384	00.00000	89.44384	08.00000	85.04384	07.00000
317.00000	77.63558	01.00000	61.43558	05.00000	92.43558	02.00000	42.03558	398.00000	48.23558	00.00000	89.43558	07.00000	85.03558	06.00000
318.00000	77.62732	00.00000	61.42732	01.00000	92.42732	07.00000	42.02732	424.00000	48.22732	01.00000	89.42732	09.00000	85.02732	08.00000
319.00000	77.61906	01.00000	61.41906	03.00000	92.41906	10.00000	42.01906	375.00000	48.21906	01.00000	89.41906	09.00000	85.01906	06.00000
320.00000	77.61080	00.00000	61.41080	03.00000	92.41080	08.00000	42.01080	399.00000	48.21080	01.00000	89.41080	06.00000	85.01080	04.00000
321.00000	77.60254	00.00000	61.40254	01.00000	92.40254	05.00000	42.00254	394.00000	48.20254	01.00000	89.40254	09.00000	85.00254	07.00000
322.00000	77.59428	02.00000	61.39428	02.00000	92.39428	06.00000	41.99428	350.00000	48.19428	01.00000	89.39428	10.00000	84.99428	05.00000
323.00000	77.58602	01.00000	61.38602	04.00000	92.38602	01.00000	41.98602	341.00000	48.18602	02.00000	89.38602	05.00000	84.98602	01.00000
324.00000	77.57776	00.00000	61.37776	03.00000	92.37776	05.00000	41.97776	381.00000	48.17776	02.00000	89.37776	09.00000	84.97776	08.00000
325.00000	77.56950	00.00000	61.36950	01.00000	92.36950	11.00000	41.96950	344.00000	48.16950	00.00000	89.36950	12.00000	84.96950	04.00000
326.00000	77.56124	00.00000	61.36124	05.00000	92.36124	10.00000	41.96124	325.00000	48.16124	05.00000	89.36124	10.00000	84.96124	07.00000
327.00000	77.55298	00.00000	61.35298	04.00000	92.35298	08.00000	41.95298	297.00000	48.15298	01.00000	89.35298	15.00000	84.95298	08.00000
328.00000	77.54472	00.00000	61.34472	05.00000	92.34472	06.00000	41.94472	290.00000	48.14472	01.00000	89.34472	05.00000	84.94472	05.00000
329.00000	77.53646	00.00000	61.33646	04.00000	92.33646	09.00000	41.93646	273.00000	48.13646	02.00000	89.33646	14.00000	84.93646	02.00000
330.00000	77.52820	02.00000	61.32820	09.00000	92.32820	09.00000	41.92820	273.00000	48.12820	01.00000	89.32820	14.00000	84.92820	04.00000
331.00000	77.51994	01.00000	61.31994	06.00000	92.31994	05.00000	41.91994	263.00000	48.11994	05.00000	89.31994	10.00000	84.91994	05.00000
332.00000	77.51168	01.00000	61.31168	05.00000	92.31168	11.00000	41.91168	248.00000	48.11168	01.00000	89.31168	13.00000	84.91168	04.00000
333.00000	77.50342	02.00000	61.30342	06.00000	92.30342	16.00000	41.90342	213.00000	48.10342	01.00000	89.30342	20.00000	84.90342	11.00000
334.00000	77.49516	00.00000	61.29516	10.00000	92.29516	05.00000	41.89516	177.00000	48.09516	00.00000	89.29516	26.00000	84.89516	08.00000
335.00000	77.48690	00.00000	61.28690	10.00000	92.28690	13.00000	41.88690	182.00000	48.08690	06.00000	89.28690	18.00000	84.88690	03.00000
336.00000	77.47864	00.00000	61.27864	07.00000	92.27864	10.00000	41.87864	169.00000	48.07864	01.00000	89.27864	19.00000	84.87864	02.00000
337.00000	77.47038	01.00000	61.27038	06.00000	92.27038	08.00000	41.87038	161.00000	48.07038	00.00000	89.27038	17.00000	84.87038	06.00000
338.00000	77.46212	00.00000	61.26212	05.00000	92.26212	23.00000	41.86212	143.00000	48.06212	02.00000	89.26212	15.00000	84.86212	05.00000
339.00000	77.45386	01.00000	61.25386	13.00000	92.25386	14.00000	41.85386	119.00000	48.05386	03.00000	89.25386	15.00000	84.85386	05.00000
340.00000	77.44560	01.00000	61.24560	12.00000	92.24560	18.00000	41.84560	125.00000	48.04560	02.00000	89.24560	21.00000	84.84560	05.00000
341.00000	77.43734	01.00000	61.23734	13.00000	92.23734	22.00000	41.83734	90.00000	48.03734	02.00000	89.23734	17.00000	84.83734	06.00000
342.00000	77.42908	01.00000	61.22908	14.00000	92.22908	21.00000	41.82908	98.00000	48.02908	03.00000	89.22908	19.00000	84.82908	05.00000
343.00000	77.42082	00.00000	61.22082	16.00000	92.22082	28.00000	41.82082	84.00000	48.02082	03.00000	89.22082	17.00000	84.82082	07.00000
344.00000	77.41256	03.00000	61.21256	14.00000	92.21256	21.00000	41.81256	82.00000	48.01256	01.00000	89.21256	27.00000	84.81256	07.00000
345.00000	77.40430	02.00000	61.20430	17.00000	92.20430	16.00000	41.80430	62.00000	48.00430	03.00000	89.20430	20.00000	84.80430	08.00000
346.00000	77.39604	02.00000	61.19604	15.00000	92.19604	23.00000	41.79604	57.00000	47.99604	04.00000	89.19604	15.00000	84.79604	07.00000
347.00000	77.38778	02.00000	61.18778	15.00000	92.18778	24.00000	41.78778	47.00000	47.98778	01.00000	89.18778	15.00000	84.78778	10.00000
348.00000	77.37952	02.00000	61.17952	16.00000	92.17952	24.00000	41.77952	55.00000	47.97952	01.00000	89.17952	20.00000	84.77952	08.00000
349.00000	77.37126	00.00000	61.17126	16.00000	92.17126	28.00000	41.77126	46.00000	47.97126	02.00000	89.17126	19.00000	84.77126	10.00000
350.00000	77.36300	01.00000	61.16300	18.00000	92.16300	32.00000	41.76300	44.00000	47.96300	06.00000	89.16300	27.00000	84.76300	11.00000
351.00000	77.35474	02.00000	61.15474	22.00000	92.15474	32.00000	41.75474	42.00000	47.95474	04.00000	89.15474	28.00000	84.75474	09.00000
352.00000	77.34648	04.00000	61.14648	26.00000	92.14648	31.00000	41.74648	29.00000	47.94648	02.00000	89.14648	28.00000	84.74648	07.00000
353.00000	77.33822	02.00000	61.13822	33.00000	92.13822	34.00000	41.73822	22.00000	47.93822	03.00000	89.13822	21.00000	84.73822	05.00000
354.00000	77.32996	02.00000	61.12996	25.00000	92.12996	33.00000	41.72996	22.00000	47.92996	04.00000	89.12996	20.00000	84.72996	10.00000
355.00000	77.32170	02.00000	61.12170	28.00000	92.12170	36.00000	41.72170	24.00000	47.92170	03.00000	89.12170	30.00000	84.72170	10.00000
356.00000	77.31344	05.00000	61.11344	30.00000	92.11344	47.00000	41.71344	25.00000	47.91344	05.00000	89.11344	20.00000	84.71344	11.00000
357.00000	77.30518	05.00000	61.10518	29.00000	92.10518	41.00000	41.70518	26.00000	47.90518	03.00000	89.10518	28.00000	84.70518	10.00000
358.00000	77.29692	04.00000	61.09692	30.00000	92.09692	38.00000	41.69692	18.00000	47.89692	06.00000	89.09692	27.00000	84.69692	12.00000
359.00000	77.28866	02.00000	61.08866	34.00000	92.08866	38.00000	41.68866	18.00000	47.88866	06.00000	89.08866	24.00000	84.68866	13.00000
360.00000	77.28040	05.00000	61.08040	35.00000	92.08040	40.00000	41.68040	10.00000	47.88040	07.00000	89.08040	23.00000	84.68040	10.00000
361.00000	77.27214	02.00000	61.07214	37.00000	92.07214	36.00000	41.67214	18.00000	47.87214	07.00000	89.07214	32.00000	84.67214	11.00000
362.00000	77.26388	06.00000	61.06388	40.00000	92.06388	44.00000	41.66388	23.00000	47.86388	09.00000	89.06388	34.00000	84.66388	08.00000
363.00000	77.25562	06.00000	61.05562	31.00000	92.05562	51.00000	41.65562	10.00000	47.85562	11.00000	89.05562	27.00000	84.65562	15.00000
364.00000	77.24736	04.00000	61.04736	29.00000	92.04736	35.00000	41.64736	14.00000	47.84736	10.00000	89.04736	24.00000	84.64736	17.00000
