	2theta	BCC_112	2theta	BCC_200	2theta	BCC_220	2theta	BCC_110/FCC_111	2theta	FCC_200	2theta	FCC_222	2theta	FCC_311
365.00000	77.23910	08.00000	61.03910	24.00000	92.03910	51.00000	41.63910	14.00000	47.83910	06.00000	89.03910	26.00000	84.63910	14.00000
366.00000	77.23084	06.00000	61.03084	36.00000	92.03084	50.00000	41.63084	12.00000	47.83084	12.00000	89.03084	26.00000	84.63084	13.00000
367.00000	77.22258	08.00000	61.02258	21.00000	92.02258	51.00000	41.62258	09.00000	47.82258	05.00000	89.02258	29.00000	84.62258	12.00000
368.00000	77.21432	09.00000	61.01432	39.00000	92.01432	48.00000	41.61432	06.00000	47.81432	12.00000	89.01432	25.00000	84.61432	16.00000
369.00000	77.20606	15.00000	61.00606	38.00000	92.00606	44.00000	41.60606	04.00000	47.80606	09.00000	89.00606	32.00000	84.60606	09.00000
370.00000	77.19780	13.00000	60.99780	29.00000	91.99780	45.00000	41.59780	09.00000	47.79780	14.00000	88.99780	23.00000	84.59780	22.00000
371.00000	77.18954	08.00000	60.98954	21.00000	91.98954	58.00000	41.58954	03.00000	47.78954	14.00000	88.98954	16.00000	84.58954	16.00000
372.00000	77.18128	10.00000	60.98128	29.00000	91.98128	48.00000	41.58128	11.00000	47.78128	11.00000	88.98128	25.00000	84.58128	15.00000
373.00000	77.17302	07.00000	60.97302	23.00000	91.97302	55.00000	41.57302	07.00000	47.77302	14.00000	88.97302	16.00000	84.57302	15.00000
374.00000	77.16476	12.00000	60.96476	20.00000	91.96476	37.00000	41.56476	07.00000	47.76476	11.00000	88.96476	22.00000	84.56476	13.00000
375.00000	77.15650	10.00000	60.95650	28.00000	91.95650	37.00000	41.55650	04.00000	47.75650	15.00000	88.95650	17.00000	84.55650	19.00000
376.00000	77.14824	10.00000	60.94824	24.00000	91.94824	40.00000	41.54824	05.00000	47.74824	12.00000	88.94824	20.00000	84.54824	14.00000
377.00000	77.13998	15.00000	60.93998	26.00000	91.93998	54.00000	41.53998	08.00000	47.73998	14.00000	88.93998	23.00000	84.53998	19.00000
378.00000	77.13172	15.00000	60.93172	28.00000	91.93172	45.00000	41.53172	05.00000	47.73172	15.00000	88.93172	20.00000	84.53172	18.00000
379.00000	77.12346	21.00000	60.92346	20.00000	91.92346	54.00000	41.52346	06.00000	47.72346	18.00000	88.92346	21.00000	84.52346	31.00000
380.00000	77.11520	16.00000	60.91520	17.00000	91.91520	33.00000	41.51520	07.00000	47.71520	14.00000	88.91520	19.00000	84.51520	20.00000
381.00000	77.10694	21.00000	60.90694	22.00000	91.90694	47.00000	41.50694	01.00000	47.70694	20.00000	88.90694	18.00000	84.50694	24.00000
382.00000	77.09868	23.00000	60.89868	13.00000	91.89868	46.00000	41.49868	06.00000	47.69868	13.00000	88.89868	25.00000	84.49868	28.00000
383.00000	77.09042	15.00000	60.89042	13.00000	91.89042	57.00000	41.49042	06.00000	47.69042	23.00000	88.89042	15.00000	84.49042	34.00000
384.00000	77.08216	22.00000	60.88216	19.00000	91.88216	44.00000	41.48216	05.00000	47.68216	20.00000	88.88216	23.00000	84.48216	35.00000
385.00000	77.07390	19.00000	60.87390	13.00000	91.87390	47.00000	41.47390	04.00000	47.67390	24.00000	88.87390	22.00000	84.47390	37.00000
386.00000	77.06564	31.00000	60.86564	12.00000	91.86564	38.00000	41.46564	06.00000	47.66564	25.00000	88.86564	21.00000	84.46564	29.00000
387.00000	77.05738	19.00000	60.85738	11.00000	91.85738	45.00000	41.45738	07.00000	47.65738	23.00000	88.85738	10.00000	84.45738	25.00000
388.00000	77.04912	21.00000	60.84912	08.00000	91.84912	54.00000	41.44912	05.00000	47.64912	08.00000	88.84912	16.00000	84.44912	40.00000
389.00000	77.04086	21.00000	60.84086	07.00000	91.84086	30.00000	41.44086	07.00000	47.64086	23.00000	88.84086	12.00000	84.44086	29.00000
390.00000	77.03260	22.00000	60.83260	05.00000	91.83260	32.00000	41.43260	06.00000	47.63260	23.00000	88.83260	14.00000	84.43260	34.00000
391.00000	77.02434	22.00000	60.82434	05.00000	91.82434	54.00000	41.42434	06.00000	47.62434	23.00000	88.82434	10.00000	84.42434	33.00000
392.00000	77.01608	33.00000	60.81608	04.00000	91.81608	25.00000	41.41608	06.00000	47.61608	14.00000	88.81608	19.00000	84.41608	36.00000
393.00000	77.00782	21.00000	60.80782	07.00000	91.80782	38.00000	41.40782	05.00000	47.60782	24.00000	88.80782	17.00000	84.40782	41.00000
394.00000	76.99956	22.00000	60.79956	02.00000	91.79956	30.00000	41.39956	05.00000	47.59956	14.00000	88.79956	15.00000	84.39956	28.00000
395.00000	76.99130	28.00000	60.79130	06.00000	91.79130	42.00000	41.39130	05.00000	47.59130	21.00000	88.79130	14.00000	84.39130	27.00000
396.00000	76.98304	27.00000	60.78304	09.00000	91.78304	25.00000	41.38304	05.00000	47.58304	19.00000	88.78304	13.00000	84.38304	33.00000
397.00000	76.97478	28.00000	60.77478	03.00000	91.77478	29.00000	41.37478	06.00000	47.57478	13.00000	88.77478	14.00000	84.37478	49.00000
398.00000	76.96652	22.00000	60.76652	03.00000	91.76652	28.00000	41.36652	02.00000	47.56652	20.00000	88.76652	05.00000	84.36652	42.00000
399.00000	76.95826	18.00000	60.75826	02.00000	91.75826	26.00000	41.35826	06.00000	47.55826	20.00000	88.75826	11.00000	84.35826	41.00000
400.00000	76.95000	28.00000	60.75000	03.00000	91.75000	18.00000	41.35000	06.00000	47.55000	16.00000	88.75000	10.00000	84.35000	25.00000
401.00000	76.94174	21.00000	60.74174	01.00000	91.74174	28.00000	41.34174	02.00000	47.54174	19.00000	88.74174	09.00000	84.34174	38.00000
402.00000	76.93348	22.00000	60.73348	03.00000	91.73348	23.00000	41.33348	06.00000	47.53348	14.00000	88.73348	10.00000	84.33348	36.00000
403.00000	76.92522	29.00000	60.72522	03.00000	91.72522	29.00000	41.32522	06.00000	47.52522	15.00000	88.72522	09.00000	84.32522	41.00000
404.00000	76.91696	14.00000	60.71696	05.00000	91.71696	23.00000	41.31696	06.00000	47.51696	09.00000	88.71696	06.00000	84.31696	45.00000
405.00000	76.90870	23.00000	60.70870	05.00000	91.70870	21.00000	41.30870	05.00000	47.50870	15.00000	88.70870	02.00000	84.30870	32.00000
406.00000	76.90044	26.00000	60.70044	03.00000	91.70044	15.00000	41.30044	10.00000	47.50044	22.00000	88.70044	08.00000	84.30044	38.00000
407.00000	76.89218	22.00000	60.69218	03.00000	91.69218	15.00000	41.29218	05.00000	47.49218	15.00000	88.69218	05.00000	84.29218	44.00000
408.00000	76.88392	22.00000	60.68392	05.00000	91.68392	16.00000	41.28392	06.00000	47.48392	13.00000	88.68392	09.00000	84.28392	33.00000
409.00000	76.87566	20.00000	60.67566	01.00000	91.67566	29.00000	41.27566	06.00000	47.47566	06.00000	88.67566	09.00000	84.27566	46.00000
410.00000	76.86740	20.00000	60.66740	02.00000	91.66740	22.00000	41.26740	05.00000	47.46740	18.00000	88.66740	08.00000	84.26740	40.00000
411.00000	76.85914	15.00000	60.65914	02.00000	91.65914	21.00000	41.25914	05.00000	47.45914	09.00000	88.65914	11.00000	84.25914	29.00000
412.00000	76.85088	26.00000	60.65088	01.00000	91.65088	21.00000	41.25088	04.00000	47.45088	11.00000	88.65088	12.00000	84.25088	30.00000
413.00000	76.84262	13.00000	60.64262	04.00000	91.64262	22.00000	41.24262	05.00000	47.44262	13.00000	88.64262	06.00000	84.24262	33.00000
414.00000	76.83436	19.00000	60.63436	02.00000	91.63436	14.00000	41.23436	08.00000	47.43436	10.00000	88.63436	01.00000	84.23436	38.00000
415.00000	76.82610	11.00000	60.62610	02.00000	91.62610	13.00000	41.22610	08.00000	47.42610	08.00000	88.62610	02.00000	84.22610	36.00000
416.00000	76.81784	16.00000	60.61784	01.00000	91.61784	13.00000	41.21784	08.00000	47.41784	02.00000	88.61784	01.00000	84.21784	22.00000
417.00000	76.80958	10.00000	60.60958	02.00000	91.60958	13.00000	41.20958	07.00000	47.40958	08.00000	88.60958	06.00000	84.20958	39.00000
418.00000	76.80132	10.00000	60.60132	01.00000	91.60132	08.00000	41.20132	07.00000	47.40132	07.00000	88.60132	05.00000	84.20132	41.00000
419.00000	76.79306	12.00000	60.59306	02.00000	91.59306	07.00000	41.19306	06.00000	47.39306	04.00000	88.59306	08.00000	84.19306	26.00000
420.00000	76.78480	10.00000	60.58480	00.00000	91.58480	10.00000	41.18480	06.00000	47.38480	08.00000	88.58480	04.00000	84.18480	35.00000
421.00000	76.77654	13.00000	60.57654	01.00000	91.57654	06.00000	41.17654	07.00000	47.37654	05.00000	88.57654	08.00000	84.17654	33.00000
422.00000	76.76828	07.00000	60.56828	03.00000	91.56828	12.00000	41.16828	09.00000	47.36828	08.00000	88.56828	05.00000	84.16828	33.00000
423.00000	76.76002	07.00000	60.56002	03.00000	91.56002	09.00000	41.16002	09.00000	47.36002	05.00000	88.56002	02.00000	84.16002	30.00000
424.00000	76.75176	07.00000	60.55176	02.00000	91.55176	08.00000	41.15176	11.00000	47.35176	03.00000	88.55176	04.00000	84.15176	28.00000
425.00000	76.74350	13.00000	60.54350	02.00000	91.54350	06.00000	41.14350	11.00000	47.34350	03.00000	88.54350	02.00000	84.14350	33.00000
426.00000	76.73524	08.00000	60.53524	01.00000	91.53524	01.00000	41.13524	13.00000	47.33524	04.00000	88.53524	05.00000	84.13524	30.00000
427.00000	76.72698	12.00000	60.52698	02.00000	91.52698	06.00000	41.12698	13.00000	47.32698	02.00000	88.52698	06.00000	84.12698	35.00000
428.00000	76.71872	04.00000	60.51872	02.00000	91.51872	06.00000	41.11872	15.00000	47.31872	06.00000	88.51872	06.00000	84.11872	22.00000
429.00000	76.71046	05.00000	60.51046	02.00000	91.51046	08.00000	41.11046	15.00000	47.31046	04.00000	88.51046	07.00000	84.11046	19.00000
430.00000	76.70220	04.00000	60.50220	00.00000	91.50220	04.00000	41.10220	15.00000	47.30220	04.00000	88.50220	02.00000	84.10220	28.00000
431.00000	76.69394	07.00000	60.49394	02.00000	91.49394	04.00000	41.09394	11.00000	47.29394	03.00000	88.49394	06.00000	84.09394	26.00000
432.00000	76.68568	04.00000	60.48568	03.00000	91.48568	06.00000	41.08568	21.00000	47.28568	05.00000	88.48568	04.00000	84.08568	24.00000
433.00000	76.67742	07.00000	60.47742	05.00000	91.47742	07.00000	41.07742	27.00000	47.27742	02.00000	88.47742	01.00000	84.07742	28.00000
434.00000	76.66916	02.00000	60.46916	00.00000	91.46916	04.00000	41.06916	18.00000	47.26916	03.00000	88.46916	05.00000	84.06916	15.00000
435.00000	76.66090	02.00000	60.46090	01.00000	91.46090	09.00000	41.06090	21.00000	47.26090	02.00000	88.46090	03.00000	84.06090	24.00000
436.00000	76.65264	02.00000	60.45264	02.00000	91.45264	01.00000	41.05264	25.00000	47.25264	04.00000	88.45264	04.00000	84.05264	22.00000
437.00000	76.64438	04.00000	60.44438	05.00000	91.44438	04.00000	41.04438	24.00000	47.24438	06.00000	88.44438	03.00000	84.04438	16.00000
438.00000	76.63612	02.00000	60.43612	00.00000	91.43612	04.00000	41.03612	28.00000	47.23612	02.00000	88.43612	05.00000	84.03612	15.00000
439.00000	76.62786	01.00000	60.42786	01.00000	91.42786	05.00000	41.02786	30.00000	47.22786	03.00000	88.42786	06.00000	84.02786	15.00000
440.00000	76.61960	03.00000	60.41960	01.00000	91.41960	03.00000	41.01960	30.00000	47.21960	02.00000	88.41960	09.00000	84.01960	18.00000
441.00000	76.61134	02.00000	60.41134	01.00000	91.41134	07.00000	41.01134	32.00000	47.21134	02.00000	88.41134	01.00000	84.01134	14.00000
442.00000	76.60308	05.00000	60.40308	00.00000	91.40308	02.00000	41.00308	37.00000	47.20308	02.00000	88.40308	04.00000	84.00308	17.00000
443.00000	76.59482	02.00000	60.39482	03.00000	91.39482	05.00000	40.99482	20.00000	47.19482	03.00000	88.39482	02.00000	83.99482	18.00000
444.00000	76.58656	00.00000	60.38656	03.00000	91.38656	03.00000	40.98656	29.00000	47.18656	04.00000	88.38656	05.00000	83.98656	09.00000
445.00000	76.57830	02.00000	60.37830	02.00000	91.37830	03.00000	40.97830	36.00000	47.17830	02.00000	88.37830	03.00000	83.97830	13.00000
446.00000	76.57004	03.00000	60.37004	01.00000	91.37004	05.00000	40.97004	38.00000	47.17004	04.00000	88.37004	02.00000	83.97004	16.00000
447.00000	76.56178	00.00000	60.36178	01.00000	91.36178	01.00000	40.96178	36.00000	47.16178	02.00000	88.36178	02.00000	83.96178	15.00000
448.00000	76.55352	02.00000	60.35352	00.00000	91.35352	01.00000	40.95352	25.00000	47.15352	02.00000	88.35352	06.00000	83.95352	15.00000
449.00000	76.54526	03.00000	60.34526	00.00000	91.34526	04.00000	40.94526	29.00000	47.14526	00.00000	88.34526	02.00000	83.94526	10.00000
450.00000	76.53700	01.00000	60.33700	02.00000	91.33700	05.00000	40.93700	25.00000	47.13700	05.00000	88.33700	03.00000	83.93700	08.00000
451.00000	76.52874	01.00000	60.32874	00.00000	91.32874	03.00000	40.92874	45.00000	47.12874	03.00000	88.32874	06.00000	83.92874	08.00000
452.00000	76.52048	02.00000	60.32048	00.00000	91.32048	02.00000	40.92048	36.00000	47.12048	03.00000	88.32048	05.00000	83.92048	09.00000
453.00000	76.51222	00.00000	60.31222	01.00000	91.31222	03.00000	40.91222	35.00000	47.11222	02.00000	88.31222	08.00000	83.91222	06.00000
454.00000	76.50396	00.00000	60.30396	04.00000	91.30396	03.00000	40.90396	38.00000	47.10396	01.00000	88.30396	04.00000	83.90396	19.00000
455.00000	76.49570	01.00000	60.29570	02.00000	91.29570	03.00000	40.89570	24.00000	47.09570	02.00000	88.29570	04.00000	83.89570	07.00000
456.00000	76.48744	00.00000	60.28744	00.00000	91.28744	02.00000	40.88744	41.00000	47.08744	01.00000	88.28744	04.00000	83.88744	05.00000
457.00000	76.47918	00.00000	60.27918	00.00000	91.27918	04.00000	40.87918	27.00000	47.07918	03.00000	88.27918	05.00000	83.87918	14.00000
458.00000	76.47092	00.00000	60.27092	00.00000	91.27092	02.00000	40.87092	24.00000	47.07092	02.00000	88.27092	09.00000	83.87092	08.00000
459.00000	76.46266	02.00000	60.26266	03.00000	91.26266	03.00000	40.86266	34.00000	47.06266	01.00000	88.26266	06.00000	83.86266	08.00000
460.00000	76.45440	01.00000	60.25440	00.00000	91.25440	00.00000	40.85440	29.00000	47.05440	02.00000	88.25440	05.00000	83.85440	07.00000
461.00000	76.44614	00.00000	60.24614	05.00000	91.24614	02.00000	40.84614	26.00000	47.04614	03.00000	88.24614	09.00000	83.84614	02.00000
462.00000	76.43788	01.00000	60.23788	00.00000	91.23788	01.00000	40.83788	23.00000	47.03788	00.00000	88.23788	05.00000	83.83788	06.00000
463.00000	76.42962	00.00000	60.22962	00.00000	91.22962	00.00000	40.82962	21.00000	47.02962	02.00000	88.22962	03.00000	83.82962	04.00000
464.00000	76.42136	01.00000	60.22136	04.00000	91.22136	01.00000	40.82136	16.00000	47.02136	00.00000	88.22136	03.00000	83.82136	04.00000
465.00000	76.41310	03.00000	60.21310	01.00000	91.21310	02.00000	40.81310	18.00000	47.01310	00.00000	88.21310	03.00000	83.81310	03.00000
466.00000	76.40484	03.00000	60.20484	01.00000	91.20484	03.00000	40.80484	12.00000	47.00484	03.00000	88.20484	04.00000	83.80484	07.00000
467.00000	76.39658	01.00000	60.19658	00.00000	91.19658	01.00000	40.79658	12.00000	46.99658	00.00000	88.19658	04.00000	83.79658	08.00000
468.00000	76.38832	00.00000	60.18832	02.00000	91.18832	02.00000	40.78832	15.00000	46.98832	02.00000	88.18832	04.00000	83.78832	09.00000
469.00000	76.38006	01.00000	60.18006	01.00000	91.18006	03.00000	40.78006	13.00000	46.98006	01.00000	88.18006	03.00000	83.78006	04.00000
470.00000	76.37180	00.00000	60.17180	01.00000	91.17180	03.00000	40.77180	11.00000	46.97180	01.00000	88.17180	05.00000	83.77180	06.00000
471.00000	76.36354	01.00000	60.16354	01.00000	91.16354	01.00000	40.76354	16.00000	46.96354	03.00000	88.16354	05.00000	83.76354	01.00000
472.00000	76.35528	02.00000	60.15528	02.00000	91.15528	01.00000	40.75528	07.00000	46.95528	04.00000	88.15528	03.00000	83.75528	04.00000
473.00000	76.34702	01.00000	60.14702	00.00000	91.14702	01.00000	40.74702	11.00000	46.94702	02.00000	88.14702	08.00000	83.74702	06.00000
474.00000	76.33876	01.00000	60.13876	01.00000	91.13876	02.00000	40.73876	02.00000	46.93876	03.00000	88.13876	04.00000	83.73876	04.00000
475.00000	76.33050	01.00000	60.13050	01.00000	91.13050	00.00000	40.73050	08.00000	46.93050	01.00000	88.13050	07.00000	83.73050	02.00000
476.00000	76.32224	00.00000	60.12224	02.00000	91.12224	00.00000	40.72224	06.00000	46.92224	00.00000	88.12224	03.00000	83.72224	07.00000
477.00000	76.31398	00.00000	60.11398	02.00000	91.11398	00.00000	40.71398	04.00000	46.91398	01.00000	88.11398	04.00000	83.71398	05.00000
478.00000	76.30572	01.00000	60.10572	01.00000	91.10572	02.00000	40.70572	09.00000	46.90572	02.00000	88.10572	02.00000	83.70572	06.00000
479.00000	76.29746	00.00000	60.09746	00.00000	91.09746	00.00000	40.69746	06.00000	46.89746	02.00000	88.09746	03.00000	83.69746	06.00000
480.00000	76.28920	02.00000	60.08920	01.00000	91.08920	00.00000	40.68920	06.00000	46.88920	00.00000	88.08920	06.00000	83.68920	07.00000
481.00000	76.28094	01.00000	60.08094	01.00000	91.08094	02.00000	40.68094	07.00000	46.88094	03.00000	88.08094	05.00000	83.68094	02.00000
482.00000	76.27268	02.00000	60.07268	01.00000	91.07268	02.00000	40.67268	09.00000	46.87268	00.00000	88.07268	03.00000	83.67268	02.00000
483.00000	76.26442	00.00000	60.06442	01.00000	91.06442	02.00000	40.66442	07.00000	46.86442	02.00000	88.06442	04.00000	83.66442	03.00000
484.00000	76.25616	01.00000	60.05616	02.00000	91.05616	02.00000	40.65616	05.00000	46.85616	00.00000	88.05616	07.00000	83.65616	02.00000
485.00000	76.24790	00.00000	60.04790	02.00000	91.04790	07.00000	40.64790	08.00000	46.84790	02.00000	88.04790	03.00000	83.64790	05.00000
486.00000	76.23964	00.00000	60.03964	02.00000	91.03964	01.00000	40.63964	03.00000	46.83964	04.00000	88.03964	05.00000	83.63964	04.00000
487.00000	76.23138	02.00000	60.03138	01.00000	91.03138	00.00000	40.63138	03.00000	46.83138	01.00000	88.03138	05.00000	83.63138	01.00000
488.00000	76.22312	00.00000	60.02312	00.00000	91.02312	01.00000	40.62312	05.00000	46.82312	02.00000	88.02312	02.00000	83.62312	06.00000
489.00000	76.21486	01.00000	60.01486	00.00000	91.01486	00.00000	40.61486	07.00000	46.81486	01.00000	88.01486	02.00000	83.61486	05.00000
490.00000	76.20660	01.00000	60.00660	03.00000	91.00660	00.00000	40.60660	02.00000	46.80660	00.00000	88.00660	06.00000	83.60660	03.00000
491.00000	76.19834	01.00000	59.99834	05.00000	90.99834	01.00000	40.59834	03.00000	46.79834	04.00000	87.99834	03.00000	83.59834	04.00000
492.00000	76.19008	02.00000	59.99008	01.00000	90.99008	02.00000	40.59008	00.00000	46.79008	05.00000	87.99008	03.00000	83.59008	05.00000
493.00000	76.18182	00.00000	59.98182	00.00000	90.98182	02.00000	40.58182	02.00000	46.78182	04.00000	87.98182	06.00000	83.58182	09.00000
494.00000	76.17356	01.00000	59.97356	01.00000	90.97356	00.00000	40.57356	04.00000	46.77356	05.00000	87.97356	06.00000	83.57356	03.00000
495.00000	76.16530	01.00000	59.96530	04.00000	90.96530	03.00000	40.56530	04.00000	46.76530	01.00000	87.96530	03.00000	83.56530	03.00000
496.00000	76.15704	00.00000	59.95704	00.00000	90.95704	00.00000	40.55704	05.00000	46.75704	02.00000	87.95704	04.00000	83.55704	08.00000
497.00000	76.14878	00.00000	59.94878	01.00000	90.94878	01.00000	40.54878	03.00000	46.74878	02.00000	87.94878	05.00000	83.54878	06.00000
498.00000	76.14052	01.00000	59.94052	01.00000	90.94052	01.00000	40.54052	01.00000	46.74052	01.00000	87.94052	04.00000	83.54052	05.00000
499.00000	76.13226	01.00000	59.93226	03.00000	90.93226	04.00000	40.53226	04.00000	46.73226	01.00000	87.93226	04.00000	83.53226	00.00000
500.00000	76.12400	02.00000	59.92400	00.00000	90.92400	01.00000	40.52400	04.00000	46.72400	00.00000	87.92400	04.00000	83.52400	03.00000
501.00000	76.11574	02.00000	59.91574	00.00000	90.91574	01.00000	40.51574	03.00000	46.71574	01.00000	87.91574	03.00000	83.51574	07.00000
502.00000	76.10748	00.00000	59.90748	03.00000	90.90748	01.00000	40.50748	02.00000	46.70748	04.00000	87.90748	05.00000	83.50748	04.00000
503.00000	76.09922	00.00000	59.89922	00.00000	90.89922	01.00000	40.49922	00.00000	46.69922	01.00000	87.89922	00.00000	83.49922	05.00000
504.00000	76.09096	02.00000	59.89096	00.00000	90.89096	00.00000	40.49096	02.00000	46.69096	02.00000	87.89096	06.00000	83.49096	01.00000
505.00000	76.08270	00.00000	59.88270	02.00000	90.88270	01.00000	40.48270	02.00000	46.68270	02.00000	87.88270	04.00000	83.48270	09.00000
506.00000	76.07444	01.00000	59.87444	00.00000	90.87444	01.00000	40.47444	05.00000	46.67444	00.00000	87.87444	05.00000	83.47444	04.00000
507.00000	76.06618	00.00000	59.86618	01.00000	90.86618	01.00000	40.46618	02.00000	46.66618	07.00000	87.86618	01.00000	83.46618	02.00000
508.00000	76.05792	00.00000	59.85792	03.00000	90.85792	01.00000	40.45792	00.00000	46.65792	02.00000	87.85792	05.00000	83.45792	04.00000
509.00000	76.04966	02.00000	59.84966	01.00000	90.84966	00.00000	40.44966	03.00000	46.64966	00.00000	87.84966	05.00000	83.44966	01.00000
510.00000	76.04140	01.00000	59.84140	00.00000	90.84140	02.00000	40.44140	05.00000	46.64140	01.00000	87.84140	02.00000	83.44140	02.00000
511.00000	76.03314	00.00000	59.83314	04.00000	90.83314	00.00000	40.43314	02.00000	46.63314	00.00000	87.83314	03.00000	83.43314	05.00000
512.00000	76.02488	00.00000	59.82488	00.00000	90.82488	00.00000	40.42488	04.00000	46.62488	02.00000	87.82488	02.00000	83.42488	06.00000
513.00000	76.01662	00.00000	59.81662	00.00000	90.81662	01.00000	40.41662	03.00000	46.61662	05.00000	87.81662	05.00000	83.41662	03.00000
514.00000	76.00836	00.00000	59.80836	02.00000	90.80836	00.00000	40.40836	01.00000	46.60836	00.00000	87.80836	01.00000	83.40836	07.00000
515.00000	76.00010	00.00000	59.80010	00.00000	90.80010	00.00000	40.40010	01.00000	46.60010	01.00000	87.80010	04.00000	83.40010	01.00000
516.00000	75.99184	03.00000	59.79184	01.00000	90.79184	03.00000	40.39184	03.00000	46.59184	02.00000	87.79184	03.00000	83.39184	06.00000
517.00000	75.98358	00.00000	59.78358	01.00000	90.78358	00.00000	40.38358	01.00000	46.58358	00.00000	87.78358	02.00000	83.38358	06.00000
518.00000	75.97532	00.00000	59.77532	01.00000	90.77532	01.00000	40.37532	01.00000	46.57532	00.00000	87.77532	03.00000	83.37532	01.00000
519.00000	75.96706	02.00000	59.76706	00.00000	90.76706	01.00000	40.36706	07.00000	46.56706	02.00000	87.76706	03.00000	83.36706	02.00000
520.00000	75.95880	01.00000	59.75880	02.00000	90.75880	01.00000	40.35880	02.00000	46.55880	00.00000	87.75880	06.00000	83.35880	07.00000
521.00000	75.95054	01.00000	59.75054	01.00000	90.75054	00.00000	40.35054	03.00000	46.55054	02.00000	87.75054	04.00000	83.35054	02.00000
522.00000	75.94228	01.00000	59.74228	01.00000	90.74228	02.00000	40.34228	06.00000	46.54228	01.00000	87.74228	03.00000	83.34228	02.00000
523.00000	75.93402	00.00000	59.73402	02.00000	90.73402	02.00000	40.33402	02.00000	46.53402	00.00000	87.73402	04.00000	83.33402	04.00000
524.00000	75.92576	00.00000	59.72576	01.00000	90.72576	02.00000	40.32576	00.00000	46.52576	02.00000	87.72576	01.00000	83.32576	02.00000
525.00000	75.91750	00.00000	59.71750	00.00000	90.71750	00.00000	40.31750	01.00000	46.51750	02.00000	87.71750	06.00000	83.31750	02.00000
526.00000	75.90924	01.00000	59.70924	02.00000	90.70924	02.00000	40.30924	03.00000	46.50924	01.00000	87.70924	05.00000	83.30924	01.00000
527.00000	75.90098	01.00000	59.70098	01.00000	90.70098	00.00000	40.30098	00.00000	46.50098	01.00000	87.70098	06.00000	83.30098	03.00000
528.00000	75.89272	01.00000	59.69272	04.00000	90.69272	00.00000	40.29272	00.00000	46.49272	02.00000	87.69272	06.00000	83.29272	07.00000
529.00000	75.88446	00.00000	59.68446	00.00000	90.68446	00.00000	40.28446	01.00000	46.48446	05.00000	87.68446	04.00000	83.28446	03.00000
530.00000	75.87620	00.00000	59.67620	03.00000	90.67620	00.00000	40.27620	03.00000	46.47620	03.00000	87.67620	02.00000	83.27620	01.00000
531.00000	75.86794	01.00000	59.66794	01.00000	90.66794	02.00000	40.26794	00.00000	46.46794	03.00000	87.66794	04.00000	83.26794	01.00000
532.00000	75.85968	03.00000	59.65968	01.00000	90.65968	02.00000	40.25968	02.00000	46.45968	03.00000	87.65968	04.00000	83.25968	03.00000
533.00000	75.85142	00.00000	59.65142	02.00000	90.65142	01.00000	40.25142	01.00000	46.45142	01.00000	87.65142	06.00000	83.25142	02.00000
534.00000	75.84316	02.00000	59.64316	02.00000	90.64316	00.00000	40.24316	01.00000	46.44316	02.00000	87.64316	03.00000	83.24316	07.00000
535.00000	75.83490	00.00000	59.63490	01.00000	90.63490	01.00000	40.23490	04.00000	46.43490	01.00000	87.63490	04.00000	83.23490	04.00000
536.00000	75.82664	00.00000	59.62664	00.00000	90.62664	01.00000	40.22664	01.00000	46.42664	01.00000	87.62664	03.00000	83.22664	06.00000
537.00000	75.81838	00.00000	59.61838	00.00000	90.61838	02.00000	40.21838	02.00000	46.41838	00.00000	87.61838	09.00000	83.21838	04.00000
538.00000	75.81012	01.00000	59.61012	02.00000	90.61012	00.00000	40.21012	02.00000	46.41012	00.00000	87.61012	01.00000	83.21012	03.00000
539.00000	75.80186	00.00000	59.60186	00.00000	90.60186	04.00000	40.20186	04.00000	46.40186	01.00000	87.60186	01.00000	83.20186	06.00000
540.00000	75.79360	00.00000	59.59360	00.00000	90.59360	00.00000	40.19360	01.00000	46.39360	02.00000	87.59360	05.00000	83.19360	01.00000
541.00000	75.78534	00.00000	59.58534	01.00000	90.58534	00.00000	40.18534	02.00000	46.38534	02.00000	87.58534	06.00000	83.18534	02.00000
542.00000	75.77708	00.00000	59.57708	01.00000	90.57708	01.00000	40.17708	00.00000	46.37708	01.00000	87.57708	05.00000	83.17708	02.00000
543.00000	75.76882	01.00000	59.56882	00.00000	90.56882	02.00000	40.16882	03.00000	46.36882	02.00000	87.56882	03.00000	83.16882	06.00000
544.00000	75.76056	02.00000	59.56056	01.00000	90.56056	00.00000	40.16056	01.00000	46.36056	02.00000	87.56056	04.00000	83.16056	04.00000
545.00000	75.75230	01.00000	59.55230	01.00000	90.55230	00.00000	40.15230	03.00000	46.35230	04.00000	87.55230	03.00000	83.15230	06.00000
546.00000	75.74404	02.00000	59.54404	01.00000	90.54404	02.00000	40.14404	03.00000	46.34404	01.00000	87.54404	05.00000	83.14404	04.00000
547.00000	75.73578	00.00000	59.53578	04.00000	90.53578	00.00000	40.13578	01.00000	46.33578	03.00000	87.53578	05.00000	83.13578	04.00000
548.00000	75.72752	01.00000	59.52752	01.00000	90.52752	01.00000	40.12752	02.00000	46.32752	01.00000	87.52752	01.00000	83.12752	02.00000
549.00000	75.71926	02.00000	59.51926	02.00000	90.51926	00.00000	40.11926	03.00000	46.31926	00.00000	87.51926	02.00000	83.11926	04.00000
