dis(mm),load (KN),stress (MPa),Xc,Xc_err,2theta,Lattice strain,LatStr_err,Width,Width_err,Integrated,Inte_err,Height
nan,4.0000E-02,9.9354E+00,3.9614E+02,3.4883E-01,7.6982E+01,4.2321E-02,3.5542E+01,3.6910E+01,7.4505E-01,1.1176E+03,2.1811E+01,2.4160E+01
3.2370E-01,1.6180E+00,4.0189E+02,4.1952E+02,3.2799E-01,7.6789E+01,2.1276E+03,3.3418E+01,3.4746E+01,7.0361E-01,1.1387E+03,2.2430E+01,2.6148E+01
5.8320E-01,2.3950E+00,5.9488E+02,4.3095E+02,3.9100E-01,7.6694E+01,3.1729E+03,3.9838E+01,3.5367E+01,8.3808E-01,1.0677E+03,2.4583E+01,2.4088E+01
7.8320E-01,2.5790E+00,6.4059E+02,4.3255E+02,3.7634E-01,7.6681E+01,3.3195E+03,3.8344E+01,3.9068E+01,7.9929E-01,1.0825E+03,2.1241E+01,2.2108E+01
1.0832E+00,2.5350E+00,6.2966E+02,4.3451E+02,4.5910E-01,7.6665E+01,3.4989E+03,4.6777E+01,4.0510E+01,9.7644E-01,9.6253E+02,2.2297E+01,1.8958E+01
1.8332E+00,2.6910E+00,6.6841E+02,4.3875E+02,5.0915E-01,7.6630E+01,3.8885E+03,5.1876E+01,4.4022E+01,1.0955E+00,9.4810E+02,2.3043E+01,1.7184E+01
3.0032E+00,2.9720E+00,7.3820E+02,4.4276E+02,6.4275E-01,7.6597E+01,4.2565E+03,6.5488E+01,4.4022E+01,1.3740E+00,7.8217E+02,2.3631E+01,1.4177E+01
4.5832E+00,3.3690E+00,8.3681E+02,4.5054E+02,9.6073E-01,7.6533E+01,4.9729E+03,9.7887E+01,5.1618E+01,2.0933E+00,6.6989E+02,2.6979E+01,1.0355E+01
nan,4.3000E-02,1.0681E+01,3.9916E+02,9.0836E-01,7.6957E+01,2.7443E+02,9.2551E+01,5.0948E+01,1.9832E+00,6.5792E+02,2.5498E+01,1.0303E+01
